Fisher,Variance_F,SE_F,ID_R,Year,country,design,terrortype,outcome
0.023004,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.040021,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.03902,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.140926,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.096297,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.021003,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.009,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.004,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.116525,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.135829,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.137867,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.111459,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.058065,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.089236,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.19649,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.173727,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.195451,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Conservatism
0.15114,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.047035,0.001795,0.042367,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.044028,0.001795,0.042367,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.030009,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.016001,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.041023,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Conservatism
-0.040021,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
-0.03101,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.036016,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.038018,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
-0.005,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.03902,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.160361,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.007,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.119567,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.185085,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.095287,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.207946,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.123626,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
-0.051044,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
-0.013001,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.161387,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.149095,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Conservatism
0.202733,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Conservatism
0.06208,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.021003,0.005587,0.074746,10119,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.029008,0.005587,0.074746,10119,2009,Israel,Longitudinal,Islamist,Outgroup Hostility
0.029396,0.001757,0.041917,10120,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.068368,0.001754,0.041881,10120,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.089464,0.001767,0.042036,10120,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.065674,0.001757,0.041917,10120,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.049336,0.001757,0.041917,10120,2011,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.236602,0.000499,0.022338,10121,2010,Israel,Correlation,Islamist,Rally Effects
0.354093,0.006329,0.079555,10122,2007,United States,Correlation,No Ideology,Conservatism
0.4118,0.005587,0.074746,10122,2007,United States,Correlation,No Ideology,Conservatism
0.09488,0.015873,0.125988,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.176214,0.012195,0.110431,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.048076,0.015873,0.125988,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.141132,0.012346,0.111113,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.079559,0.015873,0.125988,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.280061,0.012346,0.111113,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.044458,0.015873,0.125988,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.212191,0.012346,0.111113,10123,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.274708,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.289854,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.355224,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.193375,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.07313,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.074829,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.010223,0.001344,0.036661,10124,2018,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.376886,0.02,0.141421,10125,2017,Israel,Correlation,Other,Conservatism
-0.13074,0.02,0.141421,10125,2017,Israel,Correlation,Other,Conservatism
-0.161387,0.02,0.141421,10125,2017,Israel,Correlation,Other,Conservatism
0.120581,0.02,0.141421,10125,2017,Israel,Correlation,Other,Conservatism
-0.030009,0.019608,0.140029,10125,2017,Israel,Correlation,Other,Conservatism
-0.030009,0.019608,0.140029,10125,2017,Israel,Correlation,Other,Conservatism
-0.020003,0.019608,0.140029,10125,2017,Israel,Correlation,Other,Conservatism
-0.020003,0.019608,0.140029,10125,2017,Israel,Correlation,Other,Conservatism
-0.262232,0.027778,0.166667,10126,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.152221,0.028571,0.16903,10126,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.04675,0.021739,0.147442,10126,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.241781,0.022727,0.150755,10126,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.223656,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.354093,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.050042,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.213171,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.13074,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Outgroup Hostility
0.298566,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Outgroup Hostility
0.060072,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Outgroup Hostility
0.202733,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Outgroup Hostility
0.192337,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.276864,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.100335,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.276864,0.002558,0.050577,10127,2016,United States,Correlation,Islamist,Conservatism
0.003889,0.012987,0.113961,10127,2016,United States,(Quasi)Experiment,Islamist,Conservatism
0.202064,0.012987,0.113961,10127,2016,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.302047,0.012987,0.113961,10127,2016,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.19101,0.012987,0.113961,10127,2016,United States,(Quasi)Experiment,Islamist,Conservatism
-0.233134,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.179916,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
0.20586,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.128706,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.064088,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.087221,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.030009,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
-0.095287,0.000981,0.031321,10128,2019,Israel,Correlation,No Ideology,Rally Effects
0.050042,0.012987,0.113961,10129,2015,Israel,Correlation,Islamist,Outgroup Hostility
0.030009,0.012987,0.113961,10129,2015,Israel,Correlation,Islamist,Conservatism
0.13074,0.012987,0.113961,10129,2015,Israel,Correlation,Islamist,Conservatism
0.223656,0.012987,0.113961,10129,2015,Israel,Correlation,Islamist,Conservatism
-0.030009,0.008333,0.091285,10129,2015,Israel,Correlation,Islamist,Outgroup Hostility
0.140926,0.008333,0.091285,10129,2015,Israel,Correlation,Islamist,Conservatism
0.060072,0.008333,0.091285,10129,2015,Israel,Correlation,Islamist,Conservatism
0.080171,0.008333,0.091285,10129,2015,Israel,Correlation,Islamist,Conservatism
0.234189,0.008333,0.091285,10129,2015,Israel,Correlation,Islamist,Conservatism
0.396558,0.012048,0.109763,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.651978,0.012048,0.109763,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.213171,0.015385,0.124036,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.323868,0.015385,0.124036,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.261823,0.008475,0.09206,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.175789,0.008475,0.09206,10130,2011,Other: Western,Correlation,No Ideology,Conservatism
0.365444,0.005814,0.07625,10130,2011,,Correlation,No Ideology,Conservatism
0.364305,0.005814,0.07625,10130,2011,,Correlation,No Ideology,Conservatism
0.365444,0.020408,0.142857,10131,2010,,Correlation,Islamist,Conservatism
0.234189,0.020408,0.142857,10131,2010,,Correlation,Islamist,Conservatism
-0.213171,0.020408,0.142857,10131,2010,,Correlation,Islamist,Conservatism
0.001747,0.020408,0.142857,10131,2010,,Correlation,Islamist,Conservatism
0.097916,0.001312,0.036222,10132,2015,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.012862,0.00161,0.040125,10132,2015,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.376886,0.002924,0.054074,10132,2015,United States,Correlation,No Ideology,Outgroup Hostility
0.16229,0.000468,0.021633,10133,2007,United States,Longitudinal,Islamist,Rally Effects
0.062213,0.005128,0.07161,10134,2012,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.123065,0.005128,0.07161,10134,2012,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.023058,0.009009,0.094916,10134,2012,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.097465,0.009009,0.094916,10134,2012,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.14711,0.027027,0.164399,10134,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.013988,0.027027,0.164399,10134,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.050715,0.02439,0.156173,10134,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.180509,0.02439,0.156173,10134,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.100335,0.001953,0.044193,10135,2019,Israel,Correlation,Islamist,Conservatism
0.060072,0.001953,0.044193,10135,2019,Israel,Correlation,Islamist,Conservatism
0.080171,0.001953,0.044193,10135,2019,Israel,Correlation,Islamist,Rally Effects
-0.060072,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Conservatism
-0.090244,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Conservatism
-0.298566,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Rally Effects
0.01,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Conservatism
0.020003,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Conservatism
0.030009,0.001953,0.044193,10135,2019,Israel,Correlation,Other,Rally Effects
0.294218,0.007752,0.088045,10136,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
0.21283,0.007752,0.088045,10136,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.18561,0.007752,0.088045,10136,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
0.008704,0.007752,0.088045,10136,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.322737,0.023256,0.152499,10136,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.014744,0.023256,0.152499,10136,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.335049,0.023256,0.152499,10136,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
0.276121,0.021277,0.145866,10136,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
0.293106,0.021277,0.145866,10136,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.014142,0.021277,0.145866,10136,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
0.948458,0.014085,0.11868,10137,2004,United States,(Quasi)Experiment,Islamist,Rally Effects
0.011625,0.014085,0.11868,10137,2004,United States,(Quasi)Experiment,Islamist,Conservatism
-0.093593,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.080074,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.098418,0.00123,0.035071,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.122367,0.00123,0.035071,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.126307,0.002179,0.04668,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.01405,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.047661,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.006415,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.052769,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.070481,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.004653,0.00123,0.035071,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.058409,0.002151,0.046379,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.003984,0.001229,0.035057,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.032002,0.002137,0.046228,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.10494,0.002208,0.046989,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.026091,0.002141,0.046271,10138,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.365444,0.000397,0.019925,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.080171,0.000397,0.019925,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.354093,0.000565,0.02377,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.080171,0.000565,0.02377,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.255413,0.001767,0.042036,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.213171,0.001767,0.042036,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.110447,0.005525,0.07433,10139,2010,Israel,Correlation,No Ideology,Rally Effects
-0.030009,0.005525,0.07433,10139,2010,Israel,Correlation,No Ideology,Rally Effects
0.051044,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.070115,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.100335,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.19753,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.226811,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.07313,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.099325,0.003367,0.058026,10140,2005,Israel,Correlation,Other,Conservatism
0.342828,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.107411,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.143987,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.041023,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.15114,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.145008,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.159335,0.004132,0.064281,10140,2005,Israel,Correlation,Other,Conservatism
0.080171,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.090244,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.01,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.110447,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.060072,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.070115,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.060072,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.060072,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.030009,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.120581,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.030009,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.080171,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.080171,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.050042,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.030009,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.030009,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.01,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.030009,0.001285,0.035847,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.020003,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.01,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.040021,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.080171,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.040021,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.080171,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.080171,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.050042,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Conservatism
0.020003,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.020003,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.060072,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.090244,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.01,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.192337,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.202733,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.15114,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.030009,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.01,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.050042,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.080171,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.040021,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.020003,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.202733,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.223656,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.181983,0.000838,0.028948,10141,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.040215,0.002088,0.045695,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.022775,0.002732,0.052269,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.068248,0.001185,0.034424,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.06085,0.001577,0.039711,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.028157,0.001553,0.039408,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.033215,0.001046,0.032342,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.092505,0.002632,0.051303,10142,2013,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.234281,0.004926,0.070185,10142,2013,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.007909,0.003289,0.05735,10142,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.060072,0.001031,0.032109,10143,2003,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.287682,0.001031,0.032109,10143,2003,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.020003,0.001031,0.032109,10143,2003,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.13074,0.001031,0.032109,10143,2003,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.261609,0.004329,0.065795,10144,2004,United States,Correlation,Islamist,Outgroup Hostility
0.298566,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Outgroup Hostility
0.060072,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Outgroup Hostility
0.223656,0.001689,0.041097,10145,2019,United States,Correlation,Islamist,Outgroup Hostility
0.255413,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Rally Effects
0.234189,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Rally Effects
0.192337,0.001689,0.041097,10145,2019,United States,Correlation,Islamist,Rally Effects
0.276864,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Conservatism
0.030009,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Conservatism
0.223656,0.001689,0.041097,10145,2019,United States,Correlation,Islamist,Conservatism
0.246685,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Conservatism
0.026506,0.001689,0.041097,10145,2019,United States,Longitudinal,Islamist,Conservatism
0.096902,0.001689,0.041097,10145,2019,United States,Correlation,Islamist,Conservatism
-0.007069,0.000883,0.029715,10146,2018,,Correlation,Other,Conservatism
0.005498,0.000883,0.029715,10146,2018,,Correlation,Other,Conservatism
-0.021991,0.000883,0.029715,10146,2018,,Correlation,Other,Conservatism
0.154257,0.00346,0.058822,10147,2018,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.0649,0.00346,0.058822,10147,2018,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.02997,0.00346,0.058822,10147,2018,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.208313,0.00346,0.058822,10147,2018,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.073041,0.000499,0.022338,10148,2017,United States,Correlation,No Ideology,Conservatism
0.023716,0.000883,0.029715,10148,2017,United States,Correlation,No Ideology,Conservatism
0.129046,0.001149,0.033897,10148,2017,United States,Correlation,No Ideology,Conservatism
0.063839,0.02,0.141421,10149,2015,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.038654,0.02,0.141421,10149,2015,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.100335,0.00103,0.032094,10150,2017,,Longitudinal,Other,Rally Effects
0.123092,0.001381,0.037162,10150,2017,,Longitudinal,Other,Rally Effects
-0.139906,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
-0.03902,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
-0.143987,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
-0.095287,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
-0.127689,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
-0.150118,0.000964,0.031048,10151,2008,Other: Western,Correlation,No Ideology,Rally Effects
0.609706,0.003175,0.056347,10152,2006,United States,Correlation,No Ideology,Conservatism
-0.21493,0.003175,0.056347,10152,2006,United States,Correlation,No Ideology,Conservatism
0.234189,0.004464,0.066813,10153,2012,United States,Correlation,No Ideology,Conservatism
0.129113,0.001555,0.039433,10153,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.30952,0.001996,0.044677,10154,2007,Israel,Correlation,No Ideology,Conservatism
0.213171,0.001996,0.044677,10154,2007,Israel,Correlation,No Ideology,Conservatism
0.522984,0.001996,0.044677,10155,2008,Israel,Correlation,Islamist,Conservatism
0.388423,0.001996,0.044677,10155,2008,Israel,Correlation,Islamist,Outgroup Hostility
0.56273,0.001996,0.044677,10155,2008,Israel,Correlation,Islamist,Conservatism
0.447692,0.002008,0.044811,10155,2008,Israel,Correlation,Islamist,Outgroup Hostility
0.354093,0.002008,0.044811,10155,2008,Israel,Correlation,Islamist,Outgroup Hostility
0.604156,0.002008,0.044811,10155,2008,Israel,Correlation,Islamist,Conservatism
0.53606,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.100335,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.53606,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.276864,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Outgroup Hostility
0.604156,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Conservatism
0.040021,0.001996,0.044677,10156,2009,Israel,Correlation,Islamist,Conservatism
0.522984,0.002008,0.044811,10157,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
